employee_id,name,age,gender,department,job_role,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time,attrition,company_health_score
EMP_00066,Mark Thompson,23,Female,Marketing,Marketing Specialist,2,4,3,4,3,6589,20,0,1,0,1,29,Travel_Rarely,No,No,86.4
EMP_00067,Robert Thompson,51,Male,Sales,Sales Representative,2,4,2,3,2,7909,21,0,4,3,6,26,Travel_Rarely,Yes,Yes,36.7
EMP_00068,Michelle Gonzalez,41,Female,Marketing,Marketing Manager,1,3,2,2,2,6389,15,0,1,1,7,11,Travel_Rarely,Yes,Yes,56.1
EMP_00069,Donald Johnson,33,Female,Operations,Process Engineer,2,4,3,3,3,7731,22,1,0,0,0,16,Travel_Rarely,No,No,68.5
EMP_00070,Sarah Moore,45,Female,IT,Network Engineer,2,3,3,3,3,9421,16,1,8,6,11,24,Travel_Frequently,No,No,50.4
EMP_00071,Deborah Rodriguez,30,Female,Human Resources,Training Coordinator,2,3,3,3,3,8025,17,1,0,0,6,15,Travel_Rarely,No,No,68.5
EMP_00072,Susan Taylor,29,Female,Sales,Sales Director,1,4,2,3,2,5707,19,0,0,0,2,9,Travel_Rarely,Yes,Yes,65.7
EMP_00073,Deborah Wright,35,Male,Operations,Process Engineer,2,4,3,3,2,7140,21,1,0,0,7,16,Travel_Rarely,Yes,No,61.4
EMP_00074,Mary Martinez,56,Male,Customer Service,Support Lead,5,4,4,4,4,18714,18,2,33,29,33,1,Travel_Rarely,No,No,90.2
EMP_00075,Dorothy Williams,51,Male,Marketing,Brand Strategist,2,4,3,3,3,9063,19,1,2,2,7,26,Travel_Frequently,No,No,14.8
EMP_00076,Kevin Lopez,29,Female,IT,Network Engineer,2,4,3,3,3,7215,21,1,1,0,2,18,Travel_Rarely,No,No,76.8
EMP_00077,Amanda Lopez,43,Female,Human Resources,HR Manager,1,4,2,3,3,5955,21,0,2,1,2,8,Travel_Rarely,Yes,No,63.6
EMP_00078,Lisa Clark,55,Male,Finance,Controller,3,4,2,3,2,12838,22,0,18,6,18,14,Travel_Rarely,Yes,No,56.6
EMP_00079,Michael Thompson,58,Male,Legal,Compliance Officer,1,4,4,4,4,6169,20,0,7,5,7,1,Non-Travel,No,No,63.7
EMP_00080,Betty Young,50,Male,Engineering,Software Engineer,4,4,3,4,4,14399,20,1,4,4,24,23,Travel_Rarely,No,No,26.2
EMP_00081,Deborah Clark,26,Male,IT,System Administrator,1,4,3,4,3,6637,19,1,0,0,1,16,Travel_Rarely,No,No,58.0
EMP_00082,Christopher Taylor,31,Female,Operations,Operations Analyst,3,4,3,3,3,10069,20,1,2,2,6,1,Travel_Rarely,No,No,68.4
EMP_00083,Christopher Allen,30,Male,Human Resources,HR Specialist,1,4,3,3,3,5638,22,0,1,0,1,14,Non-Travel,No,No,88.6
EMP_00084,Thomas Miller,27,Female,Human Resources,HR Manager,1,4,2,3,2,5025,22,0,0,0,1,3,Travel_Rarely,Yes,Yes,28.7
EMP_00085,Thomas Smith,28,Female,Human Resources,Training Coordinator,2,3,3,3,2,6956,17,1,0,0,1,12,Travel_Frequently,No,No,47.4
EMP_00086,Jennifer Brown,34,Male,Operations,Operations Manager,2,3,3,3,3,8645,20,1,6,3,7,25,Non-Travel,No,No,53.0
EMP_00087,Joshua Lewis,43,Male,Finance,Controller,1,4,3,3,2,5596,21,1,0,0,0,19,Travel_Rarely,Yes,No,78.5
EMP_00088,Paul Jackson,37,Female,Sales,Sales Director,1,3,3,3,3,5056,19,0,0,0,1,14,Travel_Frequently,No,No,67.9
EMP_00089,Emily Miller,37,Female,Finance,Controller,2,4,2,3,3,9444,20,0,6,0,8,15,Non-Travel,Yes,No,52.5
EMP_00090,Amanda Lee,31,Male,IT,IT Manager,3,3,3,2,2,9403,15,1,2,0,5,15,Travel_Frequently,No,No,71.2
EMP_00091,George Miller,27,Male,Operations,Process Engineer,1,3,3,2,3,5063,16,0,0,0,1,3,Non-Travel,No,No,63.7
EMP_00092,Matthew Ramirez,59,Female,Sales,Business Development,2,4,2,4,3,9405,19,1,0,0,16,7,Travel_Rarely,No,No,79.4
EMP_00093,Matthew Moore,44,Female,Finance,Controller,2,3,2,2,2,8864,18,0,0,0,9,24,Travel_Rarely,No,No,49.4
EMP_00094,William Thomas,30,Female,Human Resources,Recruiter,2,3,2,3,3,7627,19,0,0,0,6,27,Travel_Frequently,No,Yes,32.1
EMP_00095,Barbara Gonzalez,52,Female,Sales,Account Manager,3,3,4,3,3,9989,17,2,2,1,13,5,Travel_Rarely,No,No,54.9
EMP_00096,Paul Sanchez,53,Female,Marketing,Marketing Specialist,4,4,3,3,3,15287,19,3,9,6,27,27,Travel_Rarely,No,No,35.7
EMP_00097,Donald Anderson,58,Male,Finance,Accountant,2,4,3,3,3,8161,20,0,0,0,8,1,Travel_Rarely,Yes,No,67.3
EMP_00098,Melissa Brown,28,Female,Marketing,Marketing Manager,1,4,3,4,3,6053,22,0,0,0,1,15,Travel_Rarely,No,No,66.7
EMP_00099,Sarah Jones,46,Male,Customer Service,Customer Success Manager,3,4,2,3,2,9891,18,2,9,7,10,24,Travel_Rarely,Yes,No,62.1
EMP_00100,Thomas Hill,59,Female,Operations,Operations Manager,1,4,3,3,3,6222,23,0,3,3,3,7,Travel_Rarely,No,No,57.8
EMP_00101,Charles Torres,52,Female,Human Resources,Training Coordinator,3,4,4,3,3,11931,20,2,6,2,20,28,Travel_Rarely,No,No,36.5
EMP_00102,Matthew Ramirez,30,Female,Engineering,Engineering Manager,2,4,4,4,3,7424,19,0,3,2,3,29,Non-Travel,No,No,54.4
EMP_00103,Daniel Hernandez,55,Male,Research & Development,Product Developer,3,3,3,3,3,9592,19,1,1,0,12,13,Non-Travel,No,No,55.8
EMP_00104,Joshua Hill,38,Female,Legal,Legal Counsel,2,3,3,3,3,7912,15,1,0,0,9,26,Travel_Rarely,No,No,47.6
EMP_00105,Susan Young,40,Female,Engineering,Engineering Manager,1,4,3,4,3,5078,22,0,0,0,1,3,Travel_Rarely,No,No,59.1
EMP_00106,Susan Lewis,43,Female,Marketing,Brand Strategist,1,4,3,3,3,4940,23,1,2,0,8,16,Travel_Rarely,No,No,69.3
EMP_00107,Michelle Moore,51,Female,Human Resources,Training Coordinator,5,3,3,3,3,15335,16,3,2,2,29,9,Travel_Rarely,No,No,95.0
EMP_00108,Andrew Hernandez,26,Male,Engineering,Software Engineer,1,4,2,3,2,5469,21,0,3,3,3,19,Travel_Rarely,Yes,No,65.1
EMP_00109,Patricia Brown,42,Male,Research & Development,Product Developer,3,3,3,3,4,11218,16,1,12,12,12,8,Non-Travel,No,No,66.6
EMP_00110,Daniel Torres,53,Female,Sales,Sales Representative,3,4,2,3,3,10727,18,1,4,1,16,13,Travel_Frequently,Yes,No,60.7
EMP_00111,Michael Jackson,42,Female,Engineering,Engineering Manager,2,4,2,2,2,8720,21,2,3,2,9,22,Non-Travel,Yes,Yes,5.0
EMP_00112,Emily Rodriguez,32,Female,IT,System Administrator,2,4,3,3,3,8588,22,1,7,1,10,6,Non-Travel,Yes,No,61.5
EMP_00113,Andrew Gonzalez,24,Female,IT,System Administrator,1,4,4,3,3,6470,19,1,2,2,2,25,Travel_Rarely,No,No,63.1
EMP_00114,Kenneth White,42,Male,Finance,Finance Manager,3,4,4,3,4,10545,21,1,2,1,8,20,Non-Travel,No,No,95.0
EMP_00115,Margaret Davis,48,Male,Engineering,Engineering Manager,5,4,4,4,4,16860,18,3,17,16,24,8,Travel_Rarely,No,No,58.5
EMP_00116,Nancy Wright,42,Female,Operations,Quality Specialist,1,4,4,4,3,5806,21,0,0,0,1,20,Travel_Rarely,No,No,67.4
EMP_00117,James Walker,59,Male,Finance,Financial Analyst,2,4,4,3,3,9745,19,0,7,2,12,10,Travel_Rarely,No,No,61.4
EMP_00118,Matthew Lewis,44,Female,Legal,Paralegal,2,3,3,3,3,8237,16,1,6,4,6,16,Non-Travel,Yes,No,41.0
EMP_00119,Kimberly Moore,41,Female,Research & Development,R&D Manager,4,4,3,3,4,13125,22,3,6,4,13,18,Travel_Rarely,No,No,82.6
EMP_00120,Jessica Sanchez,24,Female,Customer Service,Support Specialist,2,3,3,3,3,5936,17,1,1,1,1,24,Travel_Rarely,No,No,75.5
EMP_00121,Linda White,43,Male,IT,IT Manager,2,4,4,3,3,8849,21,1,7,0,10,11,Travel_Rarely,No,No,76.2
EMP_00122,Robert Sanchez,28,Female,Marketing,Marketing Specialist,2,4,3,3,3,7133,19,0,1,0,1,14,Travel_Rarely,No,No,45.6
EMP_00123,Ashley Brown,49,Male,Operations,Quality Specialist,3,4,4,4,3,12311,24,2,10,4,14,13,Travel_Rarely,No,No,87.3
EMP_00124,Donna Taylor,28,Male,Marketing,Content Creator,2,4,3,3,3,7366,21,0,1,0,1,25,Travel_Rarely,No,No,36.8
EMP_00125,Michelle Johnson,56,Male,Sales,Business Development,4,4,4,4,3,12635,19,2,0,0,17,25,Travel_Rarely,No,No,72.6
EMP_00126,William Martin,33,Male,Research & Development,Product Developer,1,4,3,3,3,6749,23,0,4,4,4,7,Travel_Rarely,No,No,95.0
EMP_00127,Elizabeth Wilson,38,Female,Human Resources,Training Coordinator,3,3,2,3,3,10809,17,1,14,12,15,4,Travel_Frequently,Yes,Yes,20.2
EMP_00128,Kimberly Garcia,27,Female,Engineering,Mechanical Engineer,2,3,2,3,3,7748,17,1,4,0,4,28,Non-Travel,Yes,Yes,27.8
EMP_00129,Kimberly Jones,30,Male,Customer Service,Support Specialist,1,3,3,3,3,4134,18,0,0,0,1,5,Non-Travel,No,No,63.8
EMP_00130,William White,57,Female,Operations,Quality Specialist,5,4,3,4,4,17848,16,3,19,13,33,6,Travel_Rarely,No,No,52.9
EMP_00131,Michelle Miller,32,Male,Engineering,Engineering Manager,1,4,3,4,3,6322,21,0,2,2,7,4,Travel_Frequently,No,No,34.1
EMP_00132,Joseph Nguyen,41,Female,Operations,Quality Specialist,2,4,4,3,4,9594,20,2,6,2,7,5,Travel_Rarely,No,No,63.2
EMP_00133,Deborah White,59,Female,Engineering,Mechanical Engineer,4,4,4,3,3,13951,20,2,8,5,20,2,Travel_Rarely,No,No,42.9
EMP_00134,Daniel Wilson,45,Female,Human Resources,Training Coordinator,1,4,3,3,3,5626,21,0,1,1,4,18,Travel_Rarely,No,No,70.5
EMP_00135,Donald White,23,Male,Research & Development,Product Developer,1,4,3,4,3,5520,23,0,0,0,0,15,Travel_Rarely,No,No,45.5
EMP_00136,Joseph Smith,35,Male,Customer Service,Customer Success Manager,2,4,3,3,2,9184,21,0,4,0,5,3,Travel_Frequently,No,No,89.9
EMP_00137,Linda Hill,36,Male,Operations,Operations Analyst,2,4,3,3,3,7487,19,1,0,0,11,19,Travel_Rarely,No,No,47.9
EMP_00138,Christopher Martin,32,Female,Human Resources,HR Specialist,1,3,2,3,2,6104,20,0,1,1,3,5,Travel_Frequently,No,No,56.2
EMP_00139,Nancy Young,31,Female,Research & Development,R&D Manager,1,3,3,3,2,5788,17,0,0,0,3,16,Travel_Frequently,No,No,76.6
EMP_00140,Patricia Brown,41,Male,Marketing,Brand Strategist,4,3,2,2,2,13370,16,2,7,6,19,22,Travel_Frequently,Yes,Yes,15.8
EMP_00141,Susan Martin,36,Male,Operations,Operations Manager,3,4,3,3,3,11174,18,2,6,1,14,13,Non-Travel,Yes,No,66.1
EMP_00142,Kimberly Martin,33,Female,Research & Development,R&D Manager,1,4,3,3,2,7062,23,0,0,0,5,9,Travel_Frequently,No,No,85.5
EMP_00143,Daniel Nguyen,37,Male,Legal,Paralegal,1,4,3,3,3,6031,19,0,0,0,0,26,Travel_Rarely,No,No,33.1
EMP_00144,William Thompson,35,Female,Customer Service,Customer Success Manager,3,4,4,4,4,10297,23,2,8,2,9,24,Travel_Rarely,No,No,65.3
EMP_00145,Margaret Jackson,30,Female,Customer Service,Support Lead,2,4,3,3,3,8293,22,0,2,2,6,25,Travel_Rarely,No,No,66.7
EMP_00146,Kenneth Hernandez,39,Male,Research & Development,Lab Technician,3,3,3,3,3,11947,16,1,6,5,16,5,Travel_Rarely,No,No,76.1
EMP_00147,Melissa Wilson,57,Male,Customer Service,Support Lead,5,4,3,4,3,17603,19,3,5,0,34,8,Travel_Rarely,No,No,39.7
EMP_00148,Margaret Lee,41,Male,Operations,Operations Analyst,3,4,3,3,3,11757,18,2,12,4,12,12,Travel_Rarely,Yes,No,38.2
EMP_00149,Kevin Moore,44,Male,Engineering,Software Engineer,1,3,3,3,3,4818,18,0,2,1,2,5,Non-Travel,Yes,No,71.4
EMP_00150,Joseph Smith,59,Female,IT,Network Engineer,2,4,3,3,3,10188,22,1,4,0,9,12,Travel_Rarely,No,No,67.3
EMP_00151,Charles King,45,Female,Operations,Quality Specialist,3,4,4,3,4,12153,21,1,6,6,17,8,Travel_Rarely,No,No,66.5
EMP_00152,James Scott,30,Male,Operations,Process Engineer,2,4,3,3,3,9230,21,0,2,0,5,14,Travel_Rarely,Yes,No,68.2
EMP_00153,Margaret Garcia,37,Female,Research & Development,Lab Technician,2,4,3,3,2,8781,21,1,6,6,6,21,Travel_Rarely,Yes,No,49.8
EMP_00154,Jessica Thompson,40,Male,Engineering,Mechanical Engineer,2,4,4,4,3,8309,22,1,1,0,7,12,Travel_Rarely,No,No,66.2
EMP_00155,Jessica Jones,40,Male,IT,IT Manager,3,4,3,3,3,11093,21,1,9,8,13,21,Travel_Rarely,No,No,67.3
EMP_00156,Kimberly Clark,27,Female,IT,System Administrator,1,4,3,4,3,6585,19,0,2,0,2,12,Travel_Rarely,No,No,49.1
EMP_00157,Jennifer Lopez,26,Female,Research & Development,Product Developer,1,4,3,3,3,6499,21,0,0,0,0,15,Travel_Rarely,No,No,95.0
EMP_00158,Richard Clark,35,Female,Legal,Legal Counsel,4,4,3,3,2,13985,19,2,10,7,13,10,Travel_Rarely,Yes,No,70.5
EMP_00159,Andrew Robinson,56,Male,Marketing,Marketing Specialist,3,4,4,4,3,12873,18,1,11,4,12,3,Travel_Rarely,No,No,40.6
EMP_00160,George Walker,49,Female,Research & Development,R&D Manager,3,4,2,3,3,10679,18,1,7,3,7,1,Non-Travel,Yes,No,73.8
EMP_00161,Thomas Jones,53,Male,Operations,Operations Analyst,1,3,2,2,2,5067,20,0,0,0,2,6,Travel_Frequently,Yes,Yes,20.5
EMP_00162,Donald Torres,28,Female,Marketing,Brand Strategist,2,3,3,3,3,7514,16,0,0,0,3,18,Non-Travel,No,No,76.2
EMP_00163,Timothy Martinez,37,Female,Marketing,Brand Strategist,3,3,3,3,3,11242,16,1,2,0,15,3,Travel_Frequently,No,No,82.9
EMP_00164,Barbara Johnson,44,Female,Finance,Controller,1,4,3,4,3,5962,20,0,2,2,3,14,Non-Travel,No,No,47.2
EMP_00165,Linda Thompson,38,Male,Customer Service,Service Representative,1,4,3,3,3,6214,22,0,2,1,4,4,Travel_Rarely,No,No,79.3
EMP_00166,Margaret Anderson,37,Male,Sales,Account Manager,1,4,3,3,2,5968,22,1,0,0,2,11,Travel_Rarely,No,No,69.4
EMP_00167,Jessica King,35,Female,Marketing,Marketing Specialist,1,3,2,3,2,5696,21,0,1,0,1,8,Travel_Frequently,Yes,Yes,52.8
EMP_00168,Nancy Allen,23,Male,Finance,Controller,1,4,2,3,2,5801,21,0,0,0,1,7,Travel_Rarely,No,No,95.0
EMP_00169,Timothy Gonzalez,54,Female,Engineering,Engineering Manager,2,4,3,3,3,8927,21,1,4,2,9,15,Non-Travel,No,No,57.6
EMP_00170,David Hill,57,Male,Engineering,Software Engineer,5,4,2,4,3,17222,15,3,10,6,27,26,Non-Travel,Yes,No,48.4
EMP_00171,Ashley Lopez,25,Female,Legal,Legal Counsel,1,4,3,4,3,6261,19,0,1,1,1,19,Travel_Rarely,No,No,46.0
EMP_00172,Ashley Lee,37,Male,IT,IT Manager,3,3,3,3,3,10263,18,1,7,4,10,7,Non-Travel,Yes,No,47.3
EMP_00173,Amanda Hernandez,41,Female,Legal,Paralegal,1,3,2,3,2,4298,20,0,1,0,1,25,Non-Travel,Yes,Yes,36.6
EMP_00174,Deborah Nguyen,51,Male,IT,Network Engineer,3,3,3,3,3,9897,17,3,8,4,9,27,Travel_Frequently,No,No,68.1
EMP_00175,Elizabeth Miller,59,Male,Engineering,Software Engineer,2,3,2,3,2,9237,19,1,2,1,15,22,Travel_Rarely,Yes,Yes,43.0
EMP_00176,Anthony Johnson,37,Female,Sales,Sales Director,1,4,3,3,3,5162,20,0,0,0,0,7,Non-Travel,No,No,76.9
EMP_00177,Joseph Moore,50,Male,IT,System Administrator,2,4,4,3,4,9239,23,1,3,1,12,5,Travel_Rarely,No,No,62.2
EMP_00178,Timothy Flores,57,Female,Finance,Financial Analyst,3,3,3,3,3,11646,15,1,12,4,16,29,Travel_Rarely,No,No,88.2
EMP_00179,Linda Scott,53,Female,Finance,Controller,2,4,3,4,3,9600,21,1,9,3,12,26,Travel_Rarely,No,No,57.2
EMP_00180,Robert Robinson,33,Female,Legal,Contract Specialist,1,4,3,4,3,6615,25,1,0,0,6,13,Non-Travel,No,No,95.0
EMP_00181,Kevin Scott,53,Female,Operations,Operations Manager,3,4,3,3,3,13314,19,1,5,1,25,14,Travel_Rarely,No,No,73.3
EMP_00182,Barbara Scott,37,Female,Operations,Operations Manager,2,4,4,4,4,8990,23,1,2,0,12,16,Travel_Rarely,No,No,46.6
EMP_00183,Jennifer Lee,22,Male,Finance,Finance Manager,1,4,2,3,3,4975,23,1,0,0,0,26,Travel_Frequently,No,No,42.7
EMP_00184,Nancy Gonzalez,50,Female,Legal,Paralegal,2,4,3,4,4,7587,20,1,0,0,0,9,Non-Travel,No,No,70.7
EMP_00185,Mary Walker,53,Male,Finance,Controller,4,4,3,3,3,13828,22,3,0,0,20,20,Travel_Rarely,No,No,58.0
